"GeneID","GeneSymbol","GeneBiotype","Myometrim-55_12640","Myometrium-55_11564","Myometrium-55.11911","061919Myometrium","Myometrium-55_12745","Fibroid55-12906","Fibroid-55_12382","Fibroid-55_12640","Fibroid-55_12843","Fibroid061919"
"ENSG00000197888","UGT2B17","Gene",0,0,2,0,0,1,1,0,0,0
"ENSG00000196620","UGT2B15","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000109181","UGT2B10","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000272626","RP11-468N14.13","Gene",0,NA,0,0,0,0,0,0,0,3
"ENSG00000135220","UGT2A3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000213759","UGT2B11","Gene",0,1,0,0,0,3,0,0,0,0
"ENSG00000171234","UGT2B7","Gene",0,430,52,111,0,8,1,0,0,437
"ENSG00000250696","RP11-704M14.1","Gene",0,NA,3,0,0,0,0,0,0,0
"ENSG00000135226","UGT2B28","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000156096","UGT2B4","Gene",0,0,0,0,0,0,0,0,0,1
"ENSG00000173610","UGT2A1","Gene",0,0,0,0,0,4,0,0,1,0
"ENSG00000271271","UGT2A2","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000173597","SULT1B1","Gene",61,83,55,80,17,81,35,87,286,38
"ENSG00000109193","SULT1E1","Gene",5,1,2,1,1,19,0,1,5,19
"ENSG00000126545","CSN1S1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000135222","CSN2","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000126549","STATH","Gene",0,0,0,0,0,0,0,0,0,2
"ENSG00000279857","AC063956.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000205649","HTN3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000126550","HTN1","Gene",0,0,1,0,0,0,0,0,1,0
"ENSG00000187533","PRR27","Gene",0,0,0,0,0,2,0,0,0,2
"ENSG00000109205","ODAM","Gene",1,2,0,0,0,0,0,0,0,3
"ENSG00000181617","FDCSP","Gene",0,0,0,0,0,0,0,0,13,0
"ENSG00000171209","CSN3","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000145309","CABS1","Gene",0,0,0,0,0,1,0,0,0,1
"ENSG00000109208","SMR3A","Gene",0,0,0,0,0,1,0,0,0,1
"ENSG00000171201","SMR3B","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000171199","PROL1","Gene",0,NA,0,0,1,0,0,0,0,0
"ENSG00000171195","MUC7","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000187689","AMTN","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000178522","AMBN","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000132464","ENAM","Gene",0,0,0,0,2,4,0,0,0,2
"ENSG00000132465","JCHAIN","Gene",20,160,27,236,56,28,476,20,130,32
"ENSG00000132467","UTP3","Gene",94,481,86,285,32,110,108,77,183,122
"ENSG00000272986","RP11-46J23.1","Gene",0,NA,0,1,2,5,0,0,3,2
"ENSG00000018189","RUFY3","Gene",70,396,86,289,576,2900,124,187,460,1512
"ENSG00000132463","GRSF1","Gene",385,1559,433,881,148,605,422,298,801,565
"ENSG00000173542","MOB1B","Gene",89,221,66,149,63,493,46,70,237,295
"ENSG00000156136","DCK","Gene",263,604,416,379,70,194,273,134,662,356
"ENSG00000080493","SLC4A4","Gene",10,56,20,11,5,19,12,7,22,16
"ENSG00000145321","GC","Gene",0,0,0,0,0,0,0,0,1,0
"ENSG00000248567","RP11-545L5.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000056291","NPFFR2","Gene",0,4,0,0,0,2,0,0,0,0
"ENSG00000156140","ADAMTS3","Gene",2,22,4,22,21,91,1,2,10,32
"ENSG00000250877","RP11-373J21.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000163626","COX18","Gene",24,149,28,72,19,141,38,25,80,105
"ENSG00000132466","ANKRD17","Gene",231,1057,212,731,249,1138,214,230,647,686
"ENSG00000250220","RP11-692D12.1","Gene",11,NA,10,21,20,27,11,12,18,26
"ENSG00000163631","ALB","Gene",0,0,0,1,1,2,0,0,0,3
"ENSG00000081051","AFP","Gene",0,1,0,1,1,0,0,0,0,0
"ENSG00000079557","AFM","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000250436","RP11-622A1.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000169435","RASSF6","Gene",0,18,11,7,0,0,2,0,1,57
"ENSG00000228277","AC112518.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000169429","CXCL8","Gene",913,272,171,286,94,17,265,95,276,42
"ENSG00000124875","CXCL6","Gene",0,0,1,1,0,1,3,0,11,10
"ENSG00000109272","PF4V1","Gene",0,0,0,0,0,0,0,0,3,1
"ENSG00000163739","CXCL1","Gene",3,28,10,85,30,8,7,11,186,82
"ENSG00000163737","PF4","Gene",3,0,0,1,1,2,0,0,1,0
"ENSG00000163736","PPBP","Gene",2,1,0,2,3,4,0,1,2,0
"ENSG00000163735","CXCL5","Gene",0,0,24,0,0,1,1,0,0,12
"ENSG00000163734","CXCL3","Gene",125,209,46,129,33,15,281,22,118,54
"ENSG00000081041","CXCL2","Gene",1150,1243,112,1607,88,50,475,49,1486,225
"ENSG00000163738","MTHFD2L","Gene",84,330,58,159,46,126,57,70,289,201
"ENSG00000269559","RP11-629B11.5","Gene",2,NA,1,8,0,1,0,1,4,1
"ENSG00000182585","EPGN","Gene",1,1,0,2,0,0,0,0,1,1
"ENSG00000124882","EREG","Gene",108,61,168,52,128,3,103,14,57,10
"ENSG00000250532","RP11-727M10.1","Gene",0,NA,0,0,0,0,1,0,0,0
"ENSG00000109321","AREG","Gene",3513,4883,2655,3014,1957,71,2454,252,2471,602
"ENSG00000249942","AC142293.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000174808","BTC","Gene",3,96,12,32,7,3,1,0,12,54
"ENSG00000169116","PARM1","Gene",14,115,14,44,35,311,10,28,51,173
"ENSG00000249717","RP11-44F21.3","Gene",0,NA,0,0,0,1,0,0,0,1
"ENSG00000248165","RP11-44F21.2","Gene",0,NA,0,0,0,0,0,0,0,2
"ENSG00000260265","RP11-44F21.5","Gene",0,NA,1,1,2,1,2,0,1,14
"ENSG00000251185","RP11-542G1.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000251454","RP11-542G1.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000251383","RP11-542G1.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000248646","RP11-567N4.2","Gene",0,NA,0,0,0,1,0,0,0,3
"ENSG00000250735","RP11-567N4.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000163743","RCHY1","Gene",111,322,123,177,43,336,107,62,328,233
"ENSG00000174796","THAP6","Gene",53,268,89,123,71,447,75,48,186,287
"ENSG00000174792","C4orf26","Gene",0,NA,0,0,1,4,0,0,0,1
"ENSG00000138769","CDKL2","Gene",6,4,4,10,2,98,3,12,11,149
"ENSG00000138757","G3BP2","Gene",365,1258,424,738,125,803,470,230,777,506
"ENSG00000138768","USO1","Gene",271,972,251,644,187,893,272,227,659,591
"ENSG00000229717","RP11-556N4.1","Gene",0,NA,0,0,0,1,0,0,1,2
"ENSG00000156194","PPEF2","Gene",0,0,0,1,0,1,0,0,1,2
"ENSG00000138744","NAAA","Gene",300,1283,443,596,104,94,415,99,489,281
"ENSG00000198301","SDAD1","Gene",177,1149,217,600,87,369,278,155,582,324
"ENSG00000279909","AC110615.1","Gene",0,NA,1,0,0,0,0,1,1,0
"ENSG00000245928","RP11-630D6.5","Gene",0,NA,0,0,0,0,0,0,1,0
"ENSG00000280671","AC112719.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000138755","CXCL9","Gene",6,185,0,15,0,0,2,72,19,6
"ENSG00000156219","ART3","Gene",0,15,0,3,0,0,0,0,2,2
"ENSG00000169245","CXCL10","Gene",49,43,0,38,0,3,15,273,58,16
"ENSG00000169248","CXCL11","Gene",1,3,0,3,0,0,1,25,40,8
"ENSG00000138750","NUP54","Gene",126,636,108,420,64,377,163,88,365,240
"ENSG00000138760","SCARB2","Gene",342,1913,272,1384,217,1256,247,428,1481,837
"ENSG00000189157","FAM47E","Gene",8,84,3,36,7,24,1,4,9,51
"ENSG00000272414","FAM47E-STBD1","Gene",2,35,4,23,0,1,0,3,3,37
"ENSG00000118804","STBD1","Gene",13,41,13,36,6,20,15,5,26,28
"ENSG00000163749","CCDC158","Gene",0,2,0,0,0,18,0,1,1,16
"ENSG00000138771","SHROOM3","Gene",1,128,23,66,25,119,14,8,11,156
"ENSG00000233860","RP11-359D14.2","Gene",0,NA,0,1,2,4,0,0,0,3
"ENSG00000224218","RP11-359D14.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000186212","SOWAHB","Gene",0,1,0,0,0,1,0,0,0,1
"ENSG00000138758","SEPT11","Gene",231,989,244,802,260,1127,397,342,1160,791
"ENSG00000118816","CCNI","Gene",2352,16246,3201,6551,976,3618,2773,1955,6597,3599
"ENSG00000138764","CCNG2","Gene",54,498,90,229,39,376,119,58,244,378
"ENSG00000249036","RP11-625I7.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000156234","CXCL13","Gene",0,0,0,1,0,6,43,6,7,2
"ENSG00000138767","CNOT6L","Gene",274,793,211,425,102,656,311,150,723,453
"ENSG00000169288","MRPL1","Gene",143,463,129,244,73,344,140,81,321,216
"ENSG00000138759","FRAS1","Gene",1,83,6,11,6,135,3,14,23,174
"ENSG00000138772","ANXA3","Gene",91,775,86,271,24,25,20,28,343,106
"ENSG00000251442","LINC01094","Gene",12,31,4,10,3,10,9,65,22,10
"ENSG00000260278","RP11-109G23.3","Gene",17,NA,8,29,3,5,4,2,15,7
"ENSG00000138756","BMP2K","Gene",123,302,60,149,47,419,53,113,478,164
"ENSG00000163291","PAQR3","Gene",25,88,9,69,23,225,21,30,120,158
"ENSG00000249307","LINC01088","Gene",4,15,7,14,27,52,11,7,25,57
"ENSG00000156269","NAA11","Gene",0,0,0,0,0,1,0,1,0,0
"ENSG00000196475","GK2","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000250334","LINC00989","Gene",0,11,0,3,4,17,0,2,6,43
"ENSG00000251399","RP11-234K19.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000248408","RP11-452C8.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000251321","PCAT4","Gene",0,0,0,0,0,1,0,0,0,0
"ENSG00000163297","ANTXR2","Gene",124,313,170,237,256,2183,212,171,436,925
"ENSG00000248719","RP11-377G16.2","Gene",0,NA,0,0,0,0,0,0,1,4
"ENSG00000152784","PRDM8","Gene",5,11,8,21,16,206,32,19,67,372
"ENSG00000138675","FGF5","Gene",0,0,0,0,1,6,0,0,2,1
"ENSG00000197826","C4orf22","Gene",0,NA,8,8,0,1,0,0,0,94
"ENSG00000152785","BMP3","Gene",0,0,2,1,0,1,0,0,0,5
"ENSG00000138669","PRKG2","Gene",3,3,1,4,3,10,2,0,3,2
"ENSG00000251059","RP11-100N20.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000138670","RASGEF1B","Gene",539,286,289,238,68,42,245,49,177,112
"ENSG00000251331","RP11-689K5.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000273156","RP11-127B20.2","Gene",0,NA,1,5,1,17,1,1,4,9
"ENSG00000138668","HNRNPD","Gene",289,1350,231,851,225,1706,283,187,1265,1125
"ENSG00000272677","RP11-127B20.3","Gene",23,NA,46,51,12,256,33,11,88,265
"ENSG00000152795","HNRNPDL","Gene",1973,8050,2683,5471,1391,8027,2435,1078,5601,5130
"ENSG00000145293","ENOPH1","Gene",155,679,227,413,43,151,179,141,360,188
"ENSG00000249242","TMEM150C","Gene",39,684,17,282,10,39,26,41,257,92
"ENSG00000231782","LINC00575","Gene",0,0,0,0,0,0,0,1,0,0
"ENSG00000145284","SCD5","Gene",31,275,38,69,14,130,62,19,113,141
"ENSG00000138674","SEC31A","Gene",388,1892,410,1171,381,3534,536,461,1361,1719
"ENSG00000251022","THAP9-AS1","Gene",130,261,68,253,70,364,57,65,112,160
"ENSG00000168152","THAP9","Gene",13,53,18,32,13,51,12,10,25,24
"ENSG00000189308","LIN54","Gene",33,163,61,80,15,91,49,29,71,75
"ENSG00000138663","COPS4","Gene",132,708,191,411,62,258,216,131,500,227
"ENSG00000145287","PLAC8","Gene",631,1011,1321,429,179,143,998,194,893,615
"ENSG00000250057","RP11-576N17.5","Gene",0,NA,0,0,0,1,0,0,0,1
"ENSG00000173085","COQ2","Gene",67,181,73,77,19,59,50,43,165,46
"ENSG00000173083","HPSE","Gene",25,28,20,38,13,14,50,40,334,24
"ENSG00000163312","HELQ","Gene",85,358,109,195,46,149,124,74,136,140
"ENSG00000163319","MRPS18C","Gene",221,1353,270,746,54,196,232,218,894,395
"ENSG00000163322","FAM175A","Gene",82,NA,77,267,45,231,91,65,238,222
"ENSG00000138678","GPAT3","Gene",154,257,83,195,25,108,46,40,125,151
"ENSG00000249171","RP11-767N15.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000248749","RP11-42A4.1","Gene",0,NA,0,0,0,0,1,0,0,0
"ENSG00000163623","NKX6-1","Gene",0,2,0,0,0,2,2,0,1,0
"ENSG00000163624","CDS1","Gene",2,40,9,30,1,8,4,4,20,209
"ENSG00000163625","WDFY3","Gene",75,356,55,188,232,908,40,123,325,656
"ENSG00000251260","WDFY3-AS1","Gene",0,1,0,0,0,2,0,0,0,0
"ENSG00000138639","ARHGAP24","Gene",69,125,66,90,84,284,64,31,120,206
"ENSG00000273389","RP13-514E23.2","Gene",1,NA,1,1,0,2,1,1,2,4
"ENSG00000109339","MAPK10","Gene",7,71,40,79,115,370,20,13,47,425
"ENSG00000250062","RP11-778J15.1","Gene",0,NA,0,0,0,2,0,0,0,0
"ENSG00000163629","PTPN13","Gene",22,103,50,124,180,330,80,69,55,463
"ENSG00000145283","SLC10A6","Gene",18,77,8,124,5,2,0,6,13,22
"ENSG00000163633","C4orf36","Gene",30,46,18,125,24,98,13,30,67,87
"ENSG00000172493","AFF1","Gene",406,1679,227,1443,457,1359,216,235,737,794
"ENSG00000145332","KLHL8","Gene",64,226,84,121,55,414,60,75,170,352
"ENSG00000250572","RP11-529H2.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000170509","HSD17B13","Gene",0,14,1,5,6,52,1,1,7,51
"ENSG00000198189","HSD17B11","Gene",504,3492,540,2119,210,821,561,329,1552,1456
"ENSG00000170502","NUDT9","Gene",91,596,110,381,49,190,83,85,405,272
"ENSG00000272856","RP11-710E1.2","Gene",0,NA,0,2,0,6,0,0,2,0
"ENSG00000152583","SPARCL1","Gene",4604,53049,2085,52780,3309,40650,2279,2703,27028,23192
"ENSG00000249001","RP11-742B18.1","Gene",1,NA,0,1,0,1,0,51,0,0
"ENSG00000152591","DSPP","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000152592","DMP1","Gene",0,0,0,0,0,0,0,0,0,2
"ENSG00000029559","IBSP","Gene",0,0,0,0,0,3,0,6,0,0
"ENSG00000152595","MEPE","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000118785","SPP1","Gene",8,667,45,1327,42,56,7,5875,287,569
"ENSG00000118762","PKD2","Gene",46,481,97,264,477,2070,64,90,588,2062
"ENSG00000118777","ABCG2","Gene",306,2567,84,2567,66,758,120,214,2450,872
"ENSG00000163644","PPM1K","Gene",163,568,268,367,327,3287,272,121,377,1962
"ENSG00000246375","RP11-10L7.1","Gene",1,NA,0,1,1,2,0,0,1,1
"ENSG00000138642","HERC6","Gene",37,217,38,213,44,223,51,30,112,210
"ENSG00000138646","HERC5","Gene",89,494,105,353,115,1568,107,75,294,1241
"ENSG00000145337","PYURF","Gene",458,3266,631,1990,141,518,603,589,2533,808
"ENSG00000138641","HERC3","Gene",88,182,84,182,71,231,81,37,176,149
"ENSG00000255072","PIGY","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000177432","NAP1L5","Gene",35,229,38,168,16,73,52,44,107,41
"ENSG00000248019","FAM13A-AS1","Gene",14,43,14,19,30,148,13,9,39,89
"ENSG00000138640","FAM13A","Gene",134,361,110,292,154,600,60,53,177,513
"ENSG00000180346","TIGD2","Gene",18,58,28,26,2,18,11,11,40,15
"ENSG00000270720","RP11-84C13.2","Gene",2,NA,0,0,0,3,0,0,3,1
"ENSG00000185477","GPRIN3","Gene",178,266,255,175,55,85,257,141,307,318
"ENSG00000251095","RP11-115D19.1","Gene",1,NA,0,4,0,2,2,0,4,3
"ENSG00000145335","SNCA","Gene",152,370,210,473,213,112,207,221,490,154
"ENSG00000274238","RP11-115D19.3","Gene",0,NA,0,0,1,0,0,0,0,0
"ENSG00000277695","RP11-115D19.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000276542","RP11-115D19.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000247775","SNCA-AS1","Gene",0,2,0,0,0,1,0,1,3,0
"ENSG00000138722","MMRN1","Gene",561,3778,380,5253,138,161,408,1034,2402,345
"ENSG00000184305","CCSER1","Gene",10,102,15,55,17,64,8,5,6,78
"ENSG00000248984","AC004054.1","Gene",0,0,0,0,0,1,0,0,0,1
"ENSG00000249049","RP11-763F8.1","Gene",0,NA,0,0,0,0,0,0,0,3
"ENSG00000249052","RP11-354O24.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000249152","RP11-562F9.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000248511","RP11-9B6.1","Gene",1,NA,0,0,0,0,0,0,0,0
"ENSG00000152208","GRID2","Gene",8,32,1,3,1,6,0,0,0,18
"ENSG00000248627","RP11-428L21.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000250908","RP11-703C10.1","Gene",0,NA,0,0,0,1,0,0,0,1
"ENSG00000172238","ATOH1","Gene",0,1,0,0,0,2,0,0,0,1
"ENSG00000246541","RP11-363G15.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000163104","SMARCAD1","Gene",82,380,80,204,102,657,82,88,315,487
"ENSG00000163106","HPGDS","Gene",98,51,25,51,17,11,16,19,62,21
"ENSG00000163110","PDLIM5","Gene",472,2554,429,2320,993,10523,434,574,2354,5124
"ENSG00000249951","RP11-554D13.1","Gene",0,NA,1,0,0,0,0,0,0,0
"ENSG00000249599","BMPR1B-AS1","Gene",0,NA,1,1,0,0,0,0,0,4
"ENSG00000138696","BMPR1B","Gene",1,68,10,9,2,7,1,0,3,73
"ENSG00000182168","UNC5C","Gene",6,31,5,26,14,11,2,9,10,21
"ENSG00000271474","RP11-710C12.1","Gene",2,NA,0,5,8,5,2,4,7,7
"ENSG00000163114","PDHA2","Gene",0,0,0,0,1,1,0,0,0,0
"ENSG00000248510","RP11-145G20.1","Gene",1,NA,0,3,4,2,0,3,0,0
"ENSG00000253170","RP11-431J17.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000163116","STPG2","Gene",2,7,0,7,2,5,1,1,5,9
"ENSG00000251620","STPG2-AS1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000214559","RP11-323J4.1","Gene",0,NA,0,0,0,3,2,0,2,1
"ENSG00000138698","RAP1GDS1","Gene",188,532,230,367,87,424,233,155,481,294
"ENSG00000168785","TSPAN5","Gene",83,334,165,380,200,628,187,216,833,619
"ENSG00000251523","RP11-724M22.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000260641","RP11-1299A16.3","Gene",1,NA,3,6,4,22,2,2,15,14
"ENSG00000151247","EIF4E","Gene",383,1138,302,845,106,573,359,300,1839,828
"ENSG00000263923","RP11-571L19.7","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000164024","METAP1","Gene",135,636,219,332,72,899,174,127,384,397
"ENSG00000272777","RP11-571L19.8","Gene",0,NA,0,4,1,7,0,1,0,10
"ENSG00000197894","ADH5","Gene",344,2191,614,994,176,935,487,329,1111,1076
"ENSG00000246090","RP11-696N14.1","Gene",9,NA,24,27,31,181,8,14,17,171
"ENSG00000198099","ADH4","Gene",0,0,0,1,0,1,1,0,0,1
"ENSG00000172955","ADH6","Gene",0,0,0,3,1,0,1,0,0,16
"ENSG00000187758","ADH1A","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000196616","ADH1B","Gene",206,966,551,886,403,99,56,0,152,122
"ENSG00000248144","ADH1C","Gene",2,14,9,2,3,6,13,0,2,32
"ENSG00000196344","ADH7","Gene",0,0,0,0,2,1,0,0,0,0
"ENSG00000138813","C4orf17","Gene",0,1,0,0,0,2,0,0,0,1
"ENSG00000145331","TRMT10A","Gene",30,166,45,102,16,74,40,21,104,108
"ENSG00000138823","MTTP","Gene",0,3,0,0,1,4,1,1,3,6
"ENSG00000248676","RP11-766F14.1","Gene",0,NA,0,0,0,0,0,0,0,1
"ENSG00000248713","RP11-766F14.2","Gene",0,NA,0,0,0,8,0,1,4,6
"ENSG00000070190","DAPP1","Gene",89,66,68,61,90,1533,59,37,104,514
"ENSG00000109270","LAMTOR3","Gene",204,801,244,445,50,369,176,136,589,295
"ENSG00000164031","DNAJB14","Gene",305,1159,374,726,185,1285,390,216,791,808
"ENSG00000164032","H2AFZ","Gene",1481,5019,1583,2668,299,1407,1595,884,4161,1556
"ENSG00000245322","RP11-15B17.1","Gene",5,NA,6,6,2,5,3,2,3,6
"ENSG00000145358","DDIT4L","Gene",2,29,5,8,4,23,15,5,9,24
"ENSG00000249710","RP11-588P8.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000164035","EMCN","Gene",558,8708,217,4316,179,257,215,368,4728,616
"ENSG00000138814","PPP3CA","Gene",273,1561,316,751,205,879,258,236,912,353
"ENSG00000254531","FLJ20021","Gene",51,NA,40,222,20,72,46,48,185,128
"ENSG00000153064","BANK1","Gene",39,88,39,38,5,3,39,28,30,33
"ENSG00000251309","RP11-498M5.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000138821","SLC39A8","Gene",102,502,99,293,18,89,92,105,400,124
"ENSG00000248161","RP11-499E18.1","Gene",13,NA,9,50,3,44,11,9,58,59
"ENSG00000260651","AF213884.2","Gene",80,NA,37,41,8,20,40,6,31,17
"ENSG00000109320","NFKB1","Gene",260,729,442,322,79,485,185,66,409,334
"ENSG00000109323","MANBA","Gene",196,453,164,279,62,297,164,100,328,314
"ENSG00000109332","UBE2D3","Gene",1384,5219,1639,4603,656,2227,1472,1001,3728,1992
"ENSG00000246560","RP11-10L12.4","Gene",13,NA,14,26,5,27,15,15,45,26
"ENSG00000145354","CISD2","Gene",184,583,260,449,71,155,215,144,696,270
"ENSG00000164037","SLC9B1","Gene",8,30,12,13,13,56,15,3,18,23
"ENSG00000164038","SLC9B2","Gene",38,267,32,244,33,213,48,46,181,170
"ENSG00000164039","BDH2","Gene",139,1168,150,578,158,824,167,185,778,738
"ENSG00000138778","CENPE","Gene",18,42,11,20,11,53,19,15,37,18
"ENSG00000248740","RP11-328K4.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000251577","RP11-297P16.3","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000250920","RP11-297P16.4","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000169836","TACR3","Gene",0,0,0,0,0,4,0,0,2,0
"ENSG00000249614","RP11-703G6.1","Gene",1,NA,0,1,0,3,0,1,0,0
"ENSG00000251170","RP11-729M20.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000168772","CXXC4","Gene",6,64,4,13,2,14,7,9,18,15
"ENSG00000245384","AC004053.1","Gene",0,NA,0,1,0,0,0,0,1,1
"ENSG00000250670","AC004063.1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000248242","RP11-556I14.2","Gene",0,NA,0,0,1,0,0,0,0,0
"ENSG00000248373","RP11-556I14.1","Gene",0,NA,1,0,0,0,0,0,1,0
"ENSG00000251259","AC004069.2","Gene",0,NA,1,3,1,5,2,1,2,3
"ENSG00000168769","TET2","Gene",157,409,131,226,132,747,134,90,296,465
"ENSG00000251586","TET2-AS1","Gene",0,0,0,0,0,2,0,0,0,0
"ENSG00000138777","PPA2","Gene",181,864,198,491,89,339,163,169,574,376
"ENSG00000250522","AC004066.3","Gene",0,NA,0,0,0,0,0,0,0,5
"ENSG00000236699","ARHGEF38","Gene",0,39,11,16,0,2,0,0,1,42
"ENSG00000138785","INTS12","Gene",79,547,88,380,33,119,102,94,238,150
"ENSG00000138780","GSTCD","Gene",22,103,25,66,28,119,28,19,89,132
"ENSG00000251175","RP11-45L9.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000168743","NPNT","Gene",44,473,46,187,52,148,26,73,632,98
"ENSG00000250740","RP11-710F7.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000249635","RP11-710F7.3","Gene",0,NA,0,0,2,4,0,1,1,3
"ENSG00000145348","TBCK","Gene",97,462,87,232,90,499,90,91,256,373
"ENSG00000164022","AIMP1","Gene",247,1439,259,966,87,428,257,155,978,415
"ENSG00000250298","GIMD1","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000249613","RP13-612N21.1","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000155011","DKK2","Gene",8,80,2,50,1,15,152,14,184,32
"ENSG00000251081","RP11-713M6.2","Gene",0,NA,0,0,0,0,0,0,0,0
"ENSG00000138801","PAPSS1","Gene",167,1056,215,742,71,364,236,156,620,508
"ENSG00000164023","SGMS2","Gene",57,121,55,198,82,437,30,15,160,354
"ENSG00000245293","RP11-286E11.1","Gene",0,NA,0,2,1,18,1,1,2,2
"ENSG00000155016","CYP2U1","Gene",56,206,41,122,22,407,40,46,122,177
"ENSG00000249604","RP11-286E11.2","Gene",0,NA,0,0,2,20,0,0,0,6
"ENSG00000138796","HADH","Gene",166,871,167,371,111,2113,151,98,472,966
"ENSG00000138795","LEF1","Gene",191,1433,219,651,46,201,80,287,1182,192
"ENSG00000234492","RPL34-AS1","Gene",3,16,4,11,2,9,2,1,7,9
"ENSG00000109475","RPL34","Gene",16710,100484,17658,50818,4493,7434,18970,11823,61173,18857
"ENSG00000198856","OSTC","Gene",419,2631,559,1510,134,625,561,493,2594,938
"ENSG00000164089","ETNPPL","Gene",0,0,0,0,0,0,0,0,0,0
"ENSG00000188517","COL25A1","Gene",1,10,0,8,11,14,1,1,8,27
"ENSG00000246774","AC004051.2","Gene",0,NA,0,0,0,1,0,0,0,1
"ENSG00000247950","SEC24B-AS1","Gene",5,51,1,27,6,57,4,6,23,43
"ENSG00000138802","SEC24B","Gene",166,644,161,384,98,509,125,107,326,287
"ENSG00000005059","CCDC109B","Gene",293,NA,365,816,120,62,329,165,916,251
"ENSG00000138794","CASP6","Gene",57,442,50,138,23,74,65,60,213,178
"ENSG00000273447","AC004067.5","Gene",1,NA,0,3,1,2,0,0,2,2
"ENSG00000123739","PLA2G12A","Gene",84,409,103,276,61,335,80,73,287,334
"ENSG00000205403","CFI","Gene",147,2068,151,1629,46,133,89,217,1503,629
"ENSG00000272795","RP11-602N24.3","Gene",2,NA,5,6,1,13,2,2,10,22
"ENSG00000109534","GAR1","Gene",80,521,102,357,39,143,98,84,351,145
"ENSG00000180245","RRH","Gene",0,0,0,0,0,3,0,0,1,0
"ENSG00000183423","LRIT3","Gene",0,3,1,1,2,4,0,0,1,4
"ENSG00000138798","EGF","Gene",0,0,0,0,6,26,0,2,2,8
"ENSG00000170522","ELOVL6","Gene",26,77,50,52,15,111,54,16,87,87
